Date,Day,Num_Day,Month,Num_Month,Year,Time,Author,Message,Letters,Words
01/01/2022,Sabado,1,Ene,1,2022,20:12:00,user 69,<Multimedia omitido>,20,2
01/01/2022,Sabado,1,Ene,1,2022,20:18:00,user 84,"Buenas noches, alguien sabe si hay buseta a esta hora de Medellín a Santa Elena???",82,15
01/01/2022,Sabado,1,Ene,1,2022,21:08:00,user 37,Ni idea,7,2
01/01/2022,Sabado,1,Ene,1,2022,21:08:00,user 37,Pero si necesita carrito disponible,35,5
01/01/2022,Sabado,1,Ene,1,2022,21:08:00,user 37,Les pregunto alguien ha ido a las gachas Santander???,53,9
02/01/2022,Domingo,2,Ene,1,2022,09:42:00,user 30,<Multimedia omitido>,20,2
02/01/2022,Domingo,2,Ene,1,2022,09:43:00,user 115,Buenos dias,11,2
02/01/2022,Domingo,2,Ene,1,2022,09:44:00,user 115,Alguien me podria informar por favor si hoy vacunan o darme el teléfono del puesto de Santa?,92,17
02/01/2022,Domingo,2,Ene,1,2022,10:40:00,user 18,El  UUUU les comunica que el sorteo  del viernes cayó en el 62 y no tuvo ganador. Por eso hacemos *Sorteo Flash* a $3000 la boleta Ayúdanos a vacunar a los peluditos y gánate una coqueri-big de UUUU 💜Juega el viernes 7 de enero con lotería de medellin Comunícate con Daniela  NNNN ,281,56
02/01/2022,Domingo,2,Ene,1,2022,11:28:00,user 3,<Multimedia omitido>,20,2
02/01/2022,Domingo,2,Ene,1,2022,11:34:00,user 28,Nu más tardes. Para la persona interesada en las vacunas del Centro de Salud. Si tienen vacunas para todas las dosis y allí no hay teléfono. Deben ir temprano en la mañana.,172,32
02/01/2022,Domingo,2,Ene,1,2022,12:49:00,user 22,<Multimedia omitido>,20,2
02/01/2022,Domingo,2,Ene,1,2022,13:27:00,user 4,<Multimedia omitido>,20,2
02/01/2022,Domingo,2,Ene,1,2022,16:41:00,user 7,Buenas tardes Dios  y Patria Mi CM. Molina,42,9
02/01/2022,Domingo,2,Ene,1,2022,16:41:00,user 7,<Multimedia omitido>,20,2
02/01/2022,Domingo,2,Ene,1,2022,16:44:00,user 7,‎Acueducto Piedras Blancas Juan Fernando moto atrac. 3 tipos .vcf (archivo adjunto),83,12
02/01/2022,Domingo,2,Ene,1,2022,16:45:00,user 29,<Multimedia omitido>,20,2
02/01/2022,Domingo,2,Ene,1,2022,19:23:00,user 171,<Multimedia omitido>,20,2
02/01/2022,Domingo,2,Ene,1,2022,19:23:00,user 171,"Buenas noches, estamos ubicados en Barro Blanco",47,7
02/01/2022,Domingo,2,Ene,1,2022,19:26:00,user 122,<Multimedia omitido>,20,2
02/01/2022,Domingo,2,Ene,1,2022,20:30:00,user 153,"Buenas noches, alguien sabe de casualidad dónde puedo conseguir los uniformes del colegio que se encuentra en el placer. Muchas gracias.",136,21
02/01/2022,Domingo,2,Ene,1,2022,20:36:00,user 7,‎Almacén parque uniform es Alfonso.vcf (archivo adjunto),56,7
02/01/2022,Domingo,2,Ene,1,2022,20:38:00,user 153,Muchas gracias,14,2
02/01/2022,Domingo,2,Ene,1,2022,20:43:00,user 114,La tenencia de perros y perras ha sido uno de los máximos generadores de conflicto en sociedades donde aún se mantienen sueltos y sueltas y Santa Elena no es la excepción:LLLL #resumenneblina2021...  Y así era nuestro programa piloto de Mascotas Neblina.,254,42
02/01/2022,Domingo,2,Ene,1,2022,21:11:00,user 156,"Buenas noches, alguien por favor me puede decir si mañana abre el metro cable?",78,14
03/01/2022,Lunes,3,Ene,1,2022,08:10:00,user 2,Hola buen día algún carro para un trasteo  para esta mañana,59,12
03/01/2022,Lunes,3,Ene,1,2022,08:13:00,user 109,Buenos días,11,2
03/01/2022,Lunes,3,Ene,1,2022,08:14:00,user 109,Alguien me puede compartir el número de la ferretería de la estación de gasolina?,81,14
03/01/2022,Lunes,3,Ene,1,2022,08:32:00,user 5,<Multimedia omitido>,20,2
03/01/2022,Lunes,3,Ene,1,2022,08:39:00,user 8,Se eliminó este mensaje,23,4
03/01/2022,Lunes,3,Ene,1,2022,08:45:00,user 8,<Multimedia omitido>,20,2
03/01/2022,Lunes,3,Ene,1,2022,09:21:00,user 6,<Multimedia omitido>,20,2
03/01/2022,Lunes,3,Ene,1,2022,09:27:00,user 22,Se eliminó este mensaje,23,4
03/01/2022,Lunes,3,Ene,1,2022,10:31:00,user 30,<Multimedia omitido>,20,2
03/01/2022,Lunes,3,Ene,1,2022,10:43:00,user 172,Hola buen día quién bajando a Medellín desde el rosario,55,10
03/01/2022,Lunes,3,Ene,1,2022,11:01:00,user 109,????,4,1
03/01/2022,Lunes,3,Ene,1,2022,11:12:00,user 169,Empleohttps://docs.google.com/forms/d/12Z6cZl1iC1iz9FPG0Q38vZHsM30zZmtyhn5DM9KsS4I/prefill,90,1
03/01/2022,Lunes,3,Ene,1,2022,11:35:00,user 32,<Multimedia omitido>,20,2
03/01/2022,Lunes,3,Ene,1,2022,11:56:00,user 117,Hl,2,1
03/01/2022,Lunes,3,Ene,1,2022,11:56:00,user 117,Se eliminó este mensaje,23,4
03/01/2022,Lunes,3,Ene,1,2022,11:56:00,user 117,Se eliminó este mensaje,23,4
03/01/2022,Lunes,3,Ene,1,2022,11:56:00,user 117,Se eliminó este mensaje,23,4
03/01/2022,Lunes,3,Ene,1,2022,11:56:00,user 117,Se eliminó este mensaje,23,4
03/01/2022,Lunes,3,Ene,1,2022,11:56:00,user 117,Se eliminó este mensaje,23,4
03/01/2022,Lunes,3,Ene,1,2022,11:56:00,user 117,Se eliminó este mensaje,23,4
03/01/2022,Lunes,3,Ene,1,2022,11:56:00,user 117,Se eliminó este mensaje,23,4
03/01/2022,Lunes,3,Ene,1,2022,11:56:00,user 117,Se eliminó este mensaje,23,4
03/01/2022,Lunes,3,Ene,1,2022,11:56:00,user 117,Se eliminó este mensaje,23,4
03/01/2022,Lunes,3,Ene,1,2022,11:56:00,user 117,Se eliminó este mensaje,23,4
03/01/2022,Lunes,3,Ene,1,2022,11:56:00,user 117,Se eliminó este mensaje,23,4
03/01/2022,Lunes,3,Ene,1,2022,11:56:00,user 117,Se eliminó este mensaje,23,4
03/01/2022,Lunes,3,Ene,1,2022,11:57:00,user 117,Se eliminó este mensaje,23,4
03/01/2022,Lunes,3,Ene,1,2022,11:57:00,user 117,Se eliminó este mensaje,23,4
03/01/2022,Lunes,3,Ene,1,2022,11:57:00,user 117,Se eliminó este mensaje,23,4
03/01/2022,Lunes,3,Ene,1,2022,11:57:00,user 117,Se eliminó este mensaje,23,4
03/01/2022,Lunes,3,Ene,1,2022,11:57:00,user 117,Se eliminó este mensaje,23,4
03/01/2022,Lunes,3,Ene,1,2022,11:57:00,user 117,Se eliminó este mensaje,23,4
03/01/2022,Lunes,3,Ene,1,2022,11:57:00,user 117,Se eliminó este mensaje,23,4
03/01/2022,Lunes,3,Ene,1,2022,12:07:00,user 29,<Multimedia omitido>,20,2
03/01/2022,Lunes,3,Ene,1,2022,12:15:00,user 22,<Multimedia omitido>,20,2
03/01/2022,Lunes,3,Ene,1,2022,12:30:00,user 151,<Multimedia omitido>,20,2
03/01/2022,Lunes,3,Ene,1,2022,13:40:00,user 32,<Multimedia omitido>,20,2
03/01/2022,Lunes,3,Ene,1,2022,16:23:00,user 169,<Multimedia omitido>,20,2
03/01/2022,Lunes,3,Ene,1,2022,16:52:00,user 10,<Multimedia omitido>,20,2
03/01/2022,Lunes,3,Ene,1,2022,17:01:00,user 11,🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻,14,1
03/01/2022,Lunes,3,Ene,1,2022,17:01:00,user 11,Gracias comisarió Dio los guardés. Todos Y feliz año próspero 2022,66,11
03/01/2022,Lunes,3,Ene,1,2022,18:00:00,user 41,"Buenas noches, busco carro para mudanza desde piedra gorda hasta la tienda del rosario",86,14
03/01/2022,Lunes,3,Ene,1,2022,18:01:00,user 2,‎Trasteo Leo.vcf (archivo adjunto),34,4
03/01/2022,Lunes,3,Ene,1,2022,18:02:00,user 2,El me hizo mudanza es muy amable,32,7
03/01/2022,Lunes,3,Ene,1,2022,18:02:00,user 41,Muchas gracias,14,2
03/01/2022,Lunes,3,Ene,1,2022,19:17:00,user 32,<Multimedia omitido>,20,2
03/01/2022,Lunes,3,Ene,1,2022,19:39:00,user 102,<Multimedia omitido>,20,2
03/01/2022,Lunes,3,Ene,1,2022,19:39:00,user 102,<Multimedia omitido>,20,2
03/01/2022,Lunes,3,Ene,1,2022,20:43:00,user 20,LLLL,4,1
03/01/2022,Lunes,3,Ene,1,2022,22:18:00,user 12,"ARRIENDO APARTAMENTOSEL RODADERO, SANTA MARTASolo por dias, capacidad 6 y 7 personas2 Alcobas2 bañosUnidad completa, piscinaA dos cuadras de la playaDirectamente..  NNNN ",170,24
04/01/2022,Martes,4,Ene,1,2022,09:18:00,user 7,Sigue este enlace para ver nuestro catálogo en WhatsApp LLLL,60,10
04/01/2022,Martes,4,Ene,1,2022,09:20:00,user 10,<Multimedia omitido>,20,2
04/01/2022,Martes,4,Ene,1,2022,09:22:00,user 10,Buenos dias 4 personas capturadas y elementos Recuperados los cuales habían sido hurtados en una Finca por el sector del plan la raya,133,23
04/01/2022,Martes,4,Ene,1,2022,09:30:00,user 31,<Multimedia omitido>,20,2
04/01/2022,Martes,4,Ene,1,2022,10:03:00,user 161,"Hola buenos dias. Busco casa d 1 o 2 alcobas no muy costosa, con zonita verde para tener animalitos. Muchas gracias",115,21
04/01/2022,Martes,4,Ene,1,2022,10:09:00,user 31,Buenos días tienen el número de la tienda de mascotas del parque gracias,72,13
04/01/2022,Martes,4,Ene,1,2022,10:14:00,user 63,‎Agroposada.vcf (archivo adjunto),33,3
04/01/2022,Martes,4,Ene,1,2022,10:14:00,user 31,<Multimedia omitido>,20,2
04/01/2022,Martes,4,Ene,1,2022,10:21:00,user 7,✅,1,1
04/01/2022,Martes,4,Ene,1,2022,10:21:00,user 63,Con gusto😬,10,2
04/01/2022,Martes,4,Ene,1,2022,13:11:00,user 114,<Multimedia omitido>,20,2
04/01/2022,Martes,4,Ene,1,2022,13:49:00,user 114,"Muchas gracias por la colaboracion, el niño ya aparecio sano y salvo.",69,12
04/01/2022,Martes,4,Ene,1,2022,14:09:00,user 171,Amen,4,1
04/01/2022,Martes,4,Ene,1,2022,14:11:00,user 13,Porque no les toman fotos de frente y sin tapabocas? Toca saber,63,12
04/01/2022,Martes,4,Ene,1,2022,14:27:00,user 59,"Porque es ilegal, hay que partir de la presunción de inocencia!",63,11
04/01/2022,Martes,4,Ene,1,2022,14:30:00,user 51,Correcto,8,1
04/01/2022,Martes,4,Ene,1,2022,15:00:00,user 13,O sea que asi lo hayan capturado con las manos en la masa son inocentes 😱,73,16
04/01/2022,Martes,4,Ene,1,2022,15:11:00,user 51,"Se presumen, hasta que un juez dela República diga lo contrario.",64,11
04/01/2022,Martes,4,Ene,1,2022,15:13:00,user 13,Ahi si se les podria tomar la foto?,35,8
04/01/2022,Martes,4,Ene,1,2022,15:15:00,user 69,"Hola buen dia grupo. Para los que no me conocen mi nombre es Maday, trabajo de forma independiente junto con mi esposo cantando por el sector de santa elena donde tambien vivimos.Hace unos dias enferme de covid y no pude seguir laborando sino hasta hoy. En estos momentos me encuentro en el parque de santa elena jnto con mi familia y otra familia amiga que tambien ha tenido ciertas complicaciones de salud y de labor. Ambas familias, es decir nosotros y la familia del bus azul, los que hacen circo requerimos urgente una donacion de mercado para sustentar hoy y mañana nuestras familias y darle a nuestros niños.No acostumbro jamas a hacer este tipo de publicaciones pero estamos buscando por todos los medios. Si alguien nos puede colaborar por favor comunicarse conmigo al interno. Gracias a todo el que pueda y el que no tambien. Dios les multiplique.",857,148
04/01/2022,Martes,4,Ene,1,2022,15:25:00,user 173,Se eliminó este mensaje,23,4
04/01/2022,Martes,4,Ene,1,2022,15:45:00,user 11,Oigan este año salimos todas las semanas a coveñas Viernes con martes y martes con viernes Pilas pues,101,18
04/01/2022,Martes,4,Ene,1,2022,15:45:00,user 11,<Multimedia omitido>,20,2
04/01/2022,Martes,4,Ene,1,2022,15:45:00,user 11,<Multimedia omitido>,20,2
04/01/2022,Martes,4,Ene,1,2022,15:45:00,user 11,<Multimedia omitido>,20,2
04/01/2022,Martes,4,Ene,1,2022,15:46:00,user 11,Así que a todas sus órdenes cuando necesiten ir a vacaciones o a pasiar a Coveñas,81,16
04/01/2022,Martes,4,Ene,1,2022,17:24:00,user 3,Hola! Alguien con una estufa con horno a la venta o para trueque?,65,13
04/01/2022,Martes,4,Ene,1,2022,17:51:00,user 67,Hola  .alguien tiene información   de las vacunas en él centro  de salud  que días están vacunando  ..gracias,109,23
04/01/2022,Martes,4,Ene,1,2022,18:23:00,user 27,<Multimedia omitido>,20,2
04/01/2022,Martes,4,Ene,1,2022,20:36:00,user 30,Se eliminó este mensaje,23,4
04/01/2022,Martes,4,Ene,1,2022,20:37:00,user 30,<Multimedia omitido>,20,2
05/01/2022,Miercoles,5,Ene,1,2022,01:37:00,user 10,<Multimedia omitido>,20,2
05/01/2022,Miercoles,5,Ene,1,2022,01:37:00,user 10,<Multimedia omitido>,20,2
05/01/2022,Miercoles,5,Ene,1,2022,01:37:00,user 10,<Multimedia omitido>,20,2
05/01/2022,Miercoles,5,Ene,1,2022,01:37:00,user 10,<Multimedia omitido>,20,2
05/01/2022,Miercoles,5,Ene,1,2022,01:37:00,user 10,<Multimedia omitido>,20,2
05/01/2022,Miercoles,5,Ene,1,2022,01:37:00,user 10,"Grupo buenos días se recupera el sombrero de la silletera del parque principal patrimonio cultural de Santa elena, 1 persona capturada gracias a la información y apoyo de la comunidad Por una Santa elena segura yo Denuncio.",223,37
05/01/2022,Miercoles,5,Ene,1,2022,07:31:00,user 113,Se eliminó este mensaje,23,4
05/01/2022,Miercoles,5,Ene,1,2022,07:34:00,user 113,<Multimedia omitido>,20,2
05/01/2022,Miercoles,5,Ene,1,2022,07:34:00,user 113,<Multimedia omitido>,20,2
05/01/2022,Miercoles,5,Ene,1,2022,07:34:00,user 113,<Multimedia omitido>,20,2
05/01/2022,Miercoles,5,Ene,1,2022,08:23:00,user 11,"Comisario Molina, usted siempre siempre tan eficiente y sus hombres tan eficientes, muchísimas muchísimas gracias aunque sea desde este pedacito de corazón, el nombre de todo Santa Elena aplausos y mención de honor para usted por esa labor que ejerce en la seguridad de nuestro corregimiento",291,46
05/01/2022,Miercoles,5,Ene,1,2022,08:23:00,user 11,🙏🏻🙏🏻🙏🏻👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼,34,1
05/01/2022,Miercoles,5,Ene,1,2022,08:34:00,user 32,<Multimedia omitido>,20,2
05/01/2022,Miercoles,5,Ene,1,2022,09:31:00,user 109,"Buenos días, me pueden compartir un número de donde alquilen andamios aquí en Santa Elena por favor",99,17
05/01/2022,Miercoles,5,Ene,1,2022,09:40:00,user 32,‎Servicarga Willinton.vcf (archivo adjunto),43,4
05/01/2022,Miercoles,5,Ene,1,2022,11:04:00,user 29,<Multimedia omitido>,20,2
05/01/2022,Miercoles,5,Ene,1,2022,11:30:00,user 22,<Multimedia omitido>,20,2
05/01/2022,Miercoles,5,Ene,1,2022,12:02:00,user 59,"Hola Buenos días, saben si se pueden hacer inscripciones de cédulas en la casa de gobierno?",91,16
05/01/2022,Miercoles,5,Ene,1,2022,12:03:00,user 76,"Creo que sí, y también hay un link",34,8
05/01/2022,Miercoles,5,Ene,1,2022,12:03:00,user 76,LLLL/,5,1
05/01/2022,Miercoles,5,Ene,1,2022,12:04:00,user 59,Muchas gracias ☺️!!!!,21,3
05/01/2022,Miercoles,5,Ene,1,2022,12:04:00,user 76,Con gusto ✨,11,3
05/01/2022,Miercoles,5,Ene,1,2022,12:13:00,user 94,Hola quien tiene vitrina de almacén que vendan ?,48,9
05/01/2022,Miercoles,5,Ene,1,2022,12:18:00,user 63,No funciona 🙈,13,3
05/01/2022,Miercoles,5,Ene,1,2022,12:18:00,user 76,:o,2,1
05/01/2022,Miercoles,5,Ene,1,2022,12:18:00,user 76,Yo lo hice ayer,15,4
05/01/2022,Miercoles,5,Ene,1,2022,12:19:00,user 76,A mí sí me carga,16,5
05/01/2022,Miercoles,5,Ene,1,2022,12:19:00,user 76,LLLL/,5,1
05/01/2022,Miercoles,5,Ene,1,2022,12:19:00,user 76,Es una noticia y en verde está el link,38,9
05/01/2022,Miercoles,5,Ene,1,2022,12:19:00,user 76,<Multimedia omitido>,20,2
05/01/2022,Miercoles,5,Ene,1,2022,12:20:00,user 63,"Si, ahí entré, pero cuando ingreso los datos, no carga nada 😖😖",62,12
05/01/2022,Miercoles,5,Ene,1,2022,12:20:00,user 63,"Seguiré intentando, mil gracias",31,4
05/01/2022,Miercoles,5,Ene,1,2022,12:20:00,user 76,"🤔🤔 dale, con gusto",18,4
05/01/2022,Miercoles,5,Ene,1,2022,12:21:00,user 76,Puede ser la conexión a internet,32,6
05/01/2022,Miercoles,5,Ene,1,2022,12:27:00,user 8,<Multimedia omitido>,20,2
05/01/2022,Miercoles,5,Ene,1,2022,12:37:00,user 147,<Multimedia omitido>,20,2
05/01/2022,Miercoles,5,Ene,1,2022,12:43:00,user 63,"Tan charro, estoy con wi-fi... Y se queda ahí pensando cuando le doy consultar",78,14
05/01/2022,Miercoles,5,Ene,1,2022,12:45:00,user 76,"🤔🤔🤔 no sé entonces que será, a mí sí me cargó y hoy me llegó un mensaje que el proceso fue exitoso",98,22
05/01/2022,Miercoles,5,Ene,1,2022,13:10:00,user 116,Me pasa exactamente lo mismo,28,5
05/01/2022,Miercoles,5,Ene,1,2022,13:13:00,user 63,Debe estar colapsada la página,30,5
05/01/2022,Miercoles,5,Ene,1,2022,14:28:00,user 113,<Multimedia omitido>,20,2
05/01/2022,Miercoles,5,Ene,1,2022,14:28:00,user 113,<Multimedia omitido>,20,2
05/01/2022,Miercoles,5,Ene,1,2022,14:28:00,user 113,<Multimedia omitido>,20,2
05/01/2022,Miercoles,5,Ene,1,2022,15:26:00,user 174,"Buenas tardes, en Santa hay algún vivero que vendan el árbol GUAYACÁN",69,12
05/01/2022,Miercoles,5,Ene,1,2022,17:02:00,user 81,Buenas tardes. Por favor me recomiendan un buen Odontólogo (a),62,10
05/01/2022,Miercoles,5,Ene,1,2022,17:10:00,user 94,‎Jlony Odontologo  Amigo Ale.vcf (archivo adjunto),50,7
05/01/2022,Miercoles,5,Ene,1,2022,17:40:00,user 132,<Multimedia omitido>,20,2
05/01/2022,Miercoles,5,Ene,1,2022,17:43:00,user 132,<Multimedia omitido>,20,2
05/01/2022,Miercoles,5,Ene,1,2022,17:45:00,user 79,"Buenas grupo, me recomiendan de manera urgente un plomero, responsable, conocedor y con precios justos ? Gracias",112,17
05/01/2022,Miercoles,5,Ene,1,2022,17:45:00,user 81,Muy amable,10,2
05/01/2022,Miercoles,5,Ene,1,2022,17:54:00,user 94,‎Adriana Odontologa.vcf (archivo adjunto),41,4
05/01/2022,Miercoles,5,Ene,1,2022,17:54:00,user 81,"Muy querida, gracias",20,3
05/01/2022,Miercoles,5,Ene,1,2022,17:54:00,user 94,Con gusto chaoo,15,3
05/01/2022,Miercoles,5,Ene,1,2022,17:55:00,user 81,Gracias,7,1
05/01/2022,Miercoles,5,Ene,1,2022,18:20:00,user 30,<Multimedia omitido>,20,2
05/01/2022,Miercoles,5,Ene,1,2022,20:48:00,user 31,<Multimedia omitido>,20,2
05/01/2022,Miercoles,5,Ene,1,2022,20:56:00,user 3,Hola! ¿Alguien con pipetas de gas para trueque o venta?,55,10
06/01/2022,Jueves,6,Ene,1,2022,06:49:00,user 122,‎Tavo Saenz.vcf (archivo adjunto),33,4
06/01/2022,Jueves,6,Ene,1,2022,07:53:00,user 119,Buenos días saben dónde puedo conseguir una cerca electrica,59,9
06/01/2022,Jueves,6,Ene,1,2022,08:21:00,user 31,<Multimedia omitido>,20,2
06/01/2022,Jueves,6,Ene,1,2022,08:21:00,user 31,<Multimedia omitido>,20,2
06/01/2022,Jueves,6,Ene,1,2022,08:21:00,user 31,<Multimedia omitido>,20,2
06/01/2022,Jueves,6,Ene,1,2022,08:21:00,user 31,<Multimedia omitido>,20,2
06/01/2022,Jueves,6,Ene,1,2022,08:21:00,user 31,"Bienos días choco aún no aparece está desaparecido desde ayer a las 12 del medio día en la vereda del plan, por favor ayudarnos a difundir, es un perrito super amigable, cero agresivo, es un muuuuy buen perrito, por favor ayuda, cualquier información al  NNNN , muchas gracias!",277,49
06/01/2022,Jueves,6,Ene,1,2022,08:39:00,user 102,<Multimedia omitido>,20,2
06/01/2022,Jueves,6,Ene,1,2022,10:11:00,user 142,<Multimedia omitido>,20,2
06/01/2022,Jueves,6,Ene,1,2022,10:40:00,user 23,Se eliminó este mensaje,23,4
06/01/2022,Jueves,6,Ene,1,2022,10:41:00,user 23,<Multimedia omitido>,20,2
06/01/2022,Jueves,6,Ene,1,2022,11:07:00,user 22,Para niñas tiene?,17,3
06/01/2022,Jueves,6,Ene,1,2022,11:16:00,user 22,<Multimedia omitido>,20,2
06/01/2022,Jueves,6,Ene,1,2022,11:27:00,user 116,"#TrabajoSiHay*Cargo Auxiliar ventas presenciales y virtuales*Funciones:1. Operar la tienda de SiembraViva para venta al público2. Operar los eventos empresariales y familiares en SiembraViva3. Operar el ChatBot de Venta de SiembraViva y atención de Redes Sociales.Compensación 1.2 Millones al mes + Bonificación por ventasHorario Martes a Domingo 9am a 5pmLugar Ciudadela SiembraViva Sector la Raya, vereda Perico. Competencias:1. Empatía por la atención al público.2. Capacidad oratoria para contar historias de la Agricultura Regenerativa.3. Manejo de redes sociales, y WhatsAppInteresados:1. Escribir un email a infoUUUU .com explicando en un párrafo pro qué le interesa este trabajo.2. Anexar hoja de vida.",710,98
06/01/2022,Jueves,6,Ene,1,2022,12:29:00,user 92,Buenas tardes! Sabem donde puedo imprimir en papel fotográfico? O quién me vende el papel fotográfico y yo imprimo en mi casa?,126,22
06/01/2022,Jueves,6,Ene,1,2022,12:49:00,user 86,<Multimedia omitido>,20,2
06/01/2022,Jueves,6,Ene,1,2022,13:48:00,user 69,Hola. me pueden pasar el link para q una persona se una al grupo??,66,14
06/01/2022,Jueves,6,Ene,1,2022,13:52:00,user 9,Si porfa ya somos dos,21,5
06/01/2022,Jueves,6,Ene,1,2022,13:56:00,user 29,<Multimedia omitido>,20,2
06/01/2022,Jueves,6,Ene,1,2022,13:56:00,user 29,<Multimedia omitido>,20,2
06/01/2022,Jueves,6,Ene,1,2022,16:22:00,user 4,<Multimedia omitido>,20,2
06/01/2022,Jueves,6,Ene,1,2022,18:57:00,user 2,<Multimedia omitido>,20,2
06/01/2022,Jueves,6,Ene,1,2022,18:57:00,user 2,<Multimedia omitido>,20,2
06/01/2022,Jueves,6,Ene,1,2022,19:10:00,user 14,<Multimedia omitido>,20,2
06/01/2022,Jueves,6,Ene,1,2022,19:10:00,user 14,<Multimedia omitido>,20,2
06/01/2022,Jueves,6,Ene,1,2022,19:10:00,user 14,<Multimedia omitido>,20,2
07/01/2022,Viernes,7,Ene,1,2022,07:22:00,user 110,<Multimedia omitido>,20,2
07/01/2022,Viernes,7,Ene,1,2022,07:48:00,user 30,<Multimedia omitido>,20,2
07/01/2022,Viernes,7,Ene,1,2022,09:35:00,user 64,"Busco cabaña para rentar este fin de semana para 10 personas, que tenga zonas verdes y que sea agradable.",105,19
07/01/2022,Viernes,7,Ene,1,2022,09:37:00,user 41,"Hola como estas? Tenemos disponibles las siguientes propiedades, lee la descripción allí encontrarás precios y características 🏡LLLL info📲Whatsapp  NNNN ",153,21
07/01/2022,Viernes,7,Ene,1,2022,09:40:00,user 102,<Multimedia omitido>,20,2
07/01/2022,Viernes,7,Ene,1,2022,09:40:00,user 158,Buenos días grupo alguien que haga peinados de fiesta para que me regalen el contacto quedo atenta muchas gracias,113,19
07/01/2022,Viernes,7,Ene,1,2022,10:02:00,user 8,<Multimedia omitido>,20,2
07/01/2022,Viernes,7,Ene,1,2022,10:25:00,user 0,<Multimedia omitido>,20,2
07/01/2022,Viernes,7,Ene,1,2022,11:10:00,user 122,‎Marina.vcf (archivo adjunto),29,3
07/01/2022,Viernes,7,Ene,1,2022,11:21:00,user 158,Muchas gracias,14,2
07/01/2022,Viernes,7,Ene,1,2022,11:24:00,user 125,<Multimedia omitido>,20,2
07/01/2022,Viernes,7,Ene,1,2022,11:24:00,user 125,LLLL,4,1
07/01/2022,Viernes,7,Ene,1,2022,11:27:00,user 143,<Multimedia omitido>,20,2
07/01/2022,Viernes,7,Ene,1,2022,11:54:00,user 22,<Multimedia omitido>,20,2
07/01/2022,Viernes,7,Ene,1,2022,12:01:00,user 38,<Multimedia omitido>,20,2
07/01/2022,Viernes,7,Ene,1,2022,12:37:00,user 3,Buenas tardes saben el número de alguien que trabaje soldadura?,63,10
07/01/2022,Viernes,7,Ene,1,2022,12:39:00,user 76,‎Soldador.vcf (archivo adjunto),31,3
07/01/2022,Viernes,7,Ene,1,2022,13:00:00,user 85,<Multimedia omitido>,20,2
07/01/2022,Viernes,7,Ene,1,2022,13:00:00,user 85,<Multimedia omitido>,20,2
07/01/2022,Viernes,7,Ene,1,2022,13:01:00,user 85,Por favor. Ayudar a encontrar hogar a estos gaticos recién nacidos que están en la calle con su mamá. No tiene hogar. Se encuentran en Manrique. La persona que los tiene no puede cuidarlos. Ya tiene gatos. Solo por caridad ofreció algo de comida a la gata y ahí tuvo sus bebés.,277,52
07/01/2022,Viernes,7,Ene,1,2022,13:04:00,user 85,+57  NNNN ,10,4
07/01/2022,Viernes,7,Ene,1,2022,13:05:00,user 85,🙏🏾🙏🏾🙏🏾,6,1
07/01/2022,Viernes,7,Ene,1,2022,14:13:00,user 42,"Hola amigos, alguien sabe de algún distribuidor de quesos en el sector? Gracias!",80,13
07/01/2022,Viernes,7,Ene,1,2022,14:32:00,user 163,‎Distritales Carolina.vcf (archivo adjunto),43,4
07/01/2022,Viernes,7,Ene,1,2022,14:32:00,user 163,Con ella,8,2
07/01/2022,Viernes,7,Ene,1,2022,14:33:00,user 42,Graciass!,9,1
07/01/2022,Viernes,7,Ene,1,2022,14:41:00,user 100,"Buenas tardes, busco un electricista urgente que pueda revisar algo en la parte central de Santa Elena",102,17
07/01/2022,Viernes,7,Ene,1,2022,14:44:00,user 175, NNNN  Ernesto,14,4
07/01/2022,Viernes,7,Ene,1,2022,15:12:00,user 81,Buenas tardes. Por favor quién me colabora con un teléfono de contacto de un técnico en Microondas.,99,17
07/01/2022,Viernes,7,Ene,1,2022,15:26:00,user 142,<Multimedia omitido>,20,2
07/01/2022,Viernes,7,Ene,1,2022,16:24:00,user 4,<Multimedia omitido>,20,2
07/01/2022,Viernes,7,Ene,1,2022,17:29:00,user 29,<Multimedia omitido>,20,2
07/01/2022,Viernes,7,Ene,1,2022,19:10:00,user 0,<Multimedia omitido>,20,2
07/01/2022,Viernes,7,Ene,1,2022,19:10:00,user 0,Bienvenidos a La Santa comida mexicana🌮🌶 gracias por comunicarte con nosotros. Recuerda que tenemos servicio de Viernes a domingo o festivo... Te esperamos para formar el desmadre el viernes desde las 5p.m. 🌵🔥💀,210,33
07/01/2022,Viernes,7,Ene,1,2022,19:17:00,user 3,<Multimedia omitido>,20,2
07/01/2022,Viernes,7,Ene,1,2022,19:27:00,user 122,‎Nelson la dora Tecnico Lavado.vcf (archivo adjunto),52,7
07/01/2022,Viernes,7,Ene,1,2022,19:44:00,user 0,<Multimedia omitido>,20,2
07/01/2022,Viernes,7,Ene,1,2022,19:44:00,user 121,Buenas noches... alguien del grupo tiene USDT para la venta?,60,10
